company,year,country,production_kt,source
JFE Holdings,2016,Japan,24922.956250147883,gem_capacity_share
JFE Holdings,2016,Vietnam,5377.043749852116,gem_capacity_share
JFE Holdings,2017,Japan,24840.702269124293,gem_capacity_share
JFE Holdings,2017,Vietnam,5359.297730875706,gem_capacity_share
JFE Holdings,2018,Japan,24676.194307077112,gem_capacity_share
JFE Holdings,2018,Vietnam,5323.805692922888,gem_capacity_share
JFE Holdings,2019,Japan,24676.194307077112,gem_capacity_share
JFE Holdings,2019,Vietnam,5323.805692922888,gem_capacity_share
JFE Holdings,2020,Japan,24676.194307077112,gem_capacity_share
JFE Holdings,2020,Vietnam,5323.805692922888,gem_capacity_share
JFE Holdings,2021,Japan,18721.006080969168,gem_capacity_share
JFE Holdings,2021,Vietnam,4038.9939190308305,gem_capacity_share
JFE Holdings,2022,Japan,22208.5748763694,gem_capacity_share
JFE Holdings,2022,Vietnam,4791.425123630599,gem_capacity_share
JFE Holdings,2023,Japan,21386.035066133496,gem_capacity_share
JFE Holdings,2023,Vietnam,4613.964933866502,gem_capacity_share
JFE Holdings,2024,Japan,19354.361734850816,gem_capacity_share
JFE Holdings,2024,Vietnam,4175.638265149185,gem_capacity_share
JSW Steel,2014,India,12400.0,gem_capacity_share
JSW Steel,2015,India,12400.0,gem_capacity_share
JSW Steel,2016,India,14900.0,gem_capacity_share
JSW Steel,2017,India,16100.000000000002,gem_capacity_share
JSW Steel,2018,India,15988.64097363083,gem_capacity_share
JSW Steel,2018,United States,811.3590263691683,gem_capacity_share
JSW Steel,2019,India,15512.788563701342,gem_capacity_share
JSW Steel,2019,United States,787.2114362986573,gem_capacity_share
JSW Steel,2020,India,15284.379406935186,gem_capacity_share
JSW Steel,2020,United States,775.620593064812,gem_capacity_share
JSW Steel,2021,India,14351.70868347339,gem_capacity_share
JSW Steel,2021,United States,728.2913165266106,gem_capacity_share
JSW Steel,2022,India,17301.99362503622,gem_capacity_share
JSW Steel,2022,United States,878.0063749637785,gem_capacity_share
JSW Steel,2023,India,22993.18844779291,gem_capacity_share
JSW Steel,2023,United States,1166.8115522070896,gem_capacity_share
JSW Steel,2024,India,25276.153846153844,gem_capacity_share
JSW Steel,2024,United States,1153.8461538461538,gem_capacity_share
Kobe Steel,2014,Japan,7300.0,gem_capacity_share
Kobe Steel,2015,Japan,7300.0,gem_capacity_share
Kobe Steel,2016,Japan,7300.0,gem_capacity_share
Kobe Steel,2017,Japan,7500.0,gem_capacity_share
